"customer_id","year","quarter","how_likely_are_you_to_recommend_insider_to_a_friend_or_colleague","how_would_you_rate_the_value_you_gain_from_our_company","please_rate_the_overall_quality_of_our_products","please_rate_the_usability_of_the_panel","customer_age_months","mrr_num","total_revenue_num","help_ticket_count","help_ticket_lead_time_hours","company_newsletter_interaction_count","product_bug_task_count","region","vertical","subvertical","status","customer_level","log_mrr","log_total_revenue","revenue_per_ticket","tickets_per_month","mrr_per_month","avg_satisfaction","satisfaction_sd","lead_time_per_ticket","high_support","engaged_newsletter","bugs_per_month","low_value_high_pain","mature_unhappy_customer"
"CUS-1091150",2022,1.5,6.5,3.5,3.5,4.5,36,4737,2938221,67,557,0,184,"Benelux","Retail","Marketplace","Retained","Enterprise",8.46337038471873,14.8933151944679,43209.1323529412,1.86111111111111,81617.25,4.5,1.4142135623731,8.19117647058824,1,0,5.11111111111111,0,1
"CUS-1091300",2022,2.2,9,4.8,4.2,4.2,36,3459,113737,30,877,0,174,"CEE","Retail","Cosmetics","Retained","Semi-Enterprise",8.14902386805177,11.6416528367428,3668.93548387097,0.833333333333333,3159.36111111111,5.55,2.31732604525129,28.2903225806452,1,0,4.83333333333333,0,0
"CUS-1091300",2022,2.2,9,4.8,4.2,4.2,36,3459,113737,30,877,0,117,"CEE","Retail","Cosmetics","Retained","Semi-Enterprise",8.14902386805177,11.6416528367428,3668.93548387097,0.833333333333333,3159.36111111111,5.55,2.31732604525129,28.2903225806452,1,0,3.25,0,0
"CUS-1091300",2022,2.2,9,4.8,4.2,4.2,36,3459,113737,30,877,0,198,"CEE","Retail","Cosmetics","Retained","Semi-Enterprise",8.14902386805177,11.6416528367428,3668.93548387097,0.833333333333333,3159.36111111111,5.55,2.31732604525129,28.2903225806452,1,0,5.5,0,0
"CUS-1091300",2022,2.2,9,4.8,4.2,4.2,36,3459,113737,30,877,0,183,"CEE","Retail","Cosmetics","Retained","Semi-Enterprise",8.14902386805177,11.6416528367428,3668.93548387097,0.833333333333333,3159.36111111111,5.55,2.31732604525129,28.2903225806452,1,0,5.08333333333333,0,0
"CUS-1097250",2022,2.5,7.5,4.5,3.5,2.5,38,12338,399992,21,444,0,97,"Taiwan","Retail","Fashion Retailer","Churn","Enterprise",9.42052025689853,12.899202325937,18181.4545454545,0.552631578947368,10526.1052631579,4.5,2.16024689946929,20.1818181818182,0,0,2.55263157894737,0,1
"CUS-1102150",2022,3,8.5,4,4,4,38,1491,7886,5,107,2,172,"Indonesia","Career and Education","Education and Universities","Retained","Long-tail",7.30787278076371,8.97297111339799,1314.33333333333,0.131578947368421,207.526315789474,5.125,2.25,17.8333333333333,0,1,4.52631578947368,0,1
"CUS-1103750",2022,2.33,8.33,4.67,4.67,3.33,37,5245,672675,64,613,0,145,"Australia","Retail","Home and Furniture","Retained","Enterprise",8.56522116042682,13.4190190662552,10348.8461538462,1.72972972972973,18180.4054054054,5.25,2.14830165479618,9.43076923076923,1,0,3.91891891891892,0,0
"CUS-1103750",2022,2.33,8.33,4.67,4.67,3.33,37,5245,672675,64,613,0,186,"Australia","Retail","Home and Furniture","Retained","Enterprise",8.56522116042682,13.4190190662552,10348.8461538462,1.72972972972973,18180.4054054054,5.25,2.14830165479618,9.43076923076923,1,0,5.02702702702703,0,0
"CUS-1103750",2022,2.33,8.33,4.67,4.67,3.33,37,5245,672675,64,613,0,111,"Australia","Retail","Home and Furniture","Retained","Enterprise",8.56522116042682,13.4190190662552,10348.8461538462,1.72972972972973,18180.4054054054,5.25,2.14830165479618,9.43076923076923,1,0,3,0,0
"CUS-1129750",2022,2,5,3,3,4,36,2557,5172654,21,784,0,67,"Benelux","Retail","Fashion Retailer","Retained","Enterprise",7.84698098213879,15.4588966543201,235120.636363636,0.583333333333333,143684.833333333,3.75,0.957427107756338,35.6363636363636,0,0,1.86111111111111,0,1
"CUS-1149100",2022,2,8.17,4.17,4.33,4.17,34,7702,317121,42,394,13,60,"Thailand","Retail","Supermarket Chains","Retained","Enterprise",8.94936514235297,12.6670418368647,7374.90697674419,1.23529411764706,9327.08823529412,5.21,1.97477424870119,9.16279069767442,1,1,1.76470588235294,0,1
"CUS-1149100",2022,2,8.17,4.17,4.33,4.17,34,7702,317121,42,394,13,198,"Thailand","Retail","Supermarket Chains","Retained","Enterprise",8.94936514235297,12.6670418368647,7374.90697674419,1.23529411764706,9327.08823529412,5.21,1.97477424870119,9.16279069767442,1,1,5.82352941176471,0,1
"CUS-1149100",2022,2,8.17,4.17,4.33,4.17,34,7702,317121,42,394,13,166,"Thailand","Retail","Supermarket Chains","Retained","Enterprise",8.94936514235297,12.6670418368647,7374.90697674419,1.23529411764706,9327.08823529412,5.21,1.97477424870119,9.16279069767442,1,1,4.88235294117647,0,1
"CUS-1149100",2022,2,8.17,4.17,4.33,4.17,34,7702,317121,42,394,13,101,"Thailand","Retail","Supermarket Chains","Retained","Enterprise",8.94936514235297,12.6670418368647,7374.90697674419,1.23529411764706,9327.08823529412,5.21,1.97477424870119,9.16279069767442,1,1,2.97058823529412,0,1
"CUS-1160900",2022,1,7,4,4,4,35,8837,186833,6,798,0,199,"MENA","Retail","Marketplace","Retained","Enterprise",9.08681588569068,12.1379758010625,26690.4285714286,0.171428571428571,5338.08571428571,4.75,1.5,114,0,0,5.68571428571429,0,1
"CUS-1165050",2022,1.5,8,4.5,4.5,5,36,1182,136669,6,503,0,187,"MENA","Retail","Sports","Retained","Long-tail",7.07580886397839,11.8253245399588,19524.1428571429,0.166666666666667,3796.36111111111,5.5,1.68325082306035,71.8571428571429,0,0,5.19444444444444,0,0
"CUS-1165050",2022,1.5,8,4.5,4.5,5,36,1182,136669,6,503,0,133,"MENA","Retail","Sports","Retained","Long-tail",7.07580886397839,11.8253245399588,19524.1428571429,0.166666666666667,3796.36111111111,5.5,1.68325082306035,71.8571428571429,0,0,3.69444444444444,0,0
"CUS-1179100",2022,3,8,5,5,5,32,3630,44437,14,421,0,122,"Taiwan","Retail","Fashion Retailer","Retained","Semi-Enterprise",8.19726337141434,10.7018502382404,2962.46666666667,0.4375,1388.65625,5.75,1.5,28.0666666666667,0,0,3.8125,0,0
"CUS-1179250",2022,1,10,5,5,4,31,1149,7886,11,510,0,121,"Russia","Retail","Consumer Electronics","Churn","Long-tail",7.0475172213573,8.97297111339799,657.166666666667,0.354838709677419,254.387096774194,6,2.70801280154532,42.5,0,0,3.90322580645161,0,0
"CUS-1189650",2022,3,7,4,4,3,36,2429,17451,39,487,3,164,"Turkey","Retail","Sports","Retained","Enterprise",7.79564653633459,9.7672095342435,436.275,1.08333333333333,484.75,4.5,1.73205080756888,12.175,1,1,4.55555555555556,1,1
"CUS-1194100",2022,2,10,5,5,5,37,1634,38658,29,659,1,107,"Turkey","Retail","Animal Products","Retained","Enterprise",7.39939808333135,10.5625348858991,1288.6,0.783783783783784,1044.81081081081,6.25,2.5,21.9666666666667,1,1,2.89189189189189,1,0
"CUS-1194100",2022,2,10,5,5,5,37,1634,38658,29,659,1,117,"Turkey","Retail","Animal Products","Retained","Enterprise",7.39939808333135,10.5625348858991,1288.6,0.783783783783784,1044.81081081081,6.25,2.5,21.9666666666667,1,1,3.16216216216216,1,0
"CUS-1194100",2022,2,10,5,5,5,37,1634,38658,29,659,1,105,"Turkey","Retail","Animal Products","Retained","Enterprise",7.39939808333135,10.5625348858991,1288.6,0.783783783783784,1044.81081081081,6.25,2.5,21.9666666666667,1,1,2.83783783783784,1,0
"CUS-1205200",2022,2,8,4,4,3.8,4,2250,69604,14,658.5,0,173,"Philippines","Other","Other","Retained","Semi-Enterprise",7.71912984090673,11.1505916828227,4640.26666666667,3.5,17401,4.95,2.03551795210294,43.9,0,0,43.25,0,0
"CUS-1205200",2022,2,8,4,4,3.8,4,2250,69604,14,658.5,0,177,"Philippines","Other","Other","Retained","Semi-Enterprise",7.71912984090673,11.1505916828227,4640.26666666667,3.5,17401,4.95,2.03551795210294,43.9,0,0,44.25,0,0
"CUS-1205200",2022,2,8,4,4,3.8,4,2250,69604,14,658.5,0,170,"Philippines","Other","Other","Retained","Semi-Enterprise",7.71912984090673,11.1505916828227,4640.26666666667,3.5,17401,4.95,2.03551795210294,43.9,0,0,42.5,0,0
"CUS-1205200",2022,2,8,4,4,3.8,4,2250,69604,14,658.5,0,164,"Philippines","Other","Other","Retained","Semi-Enterprise",7.71912984090673,11.1505916828227,4640.26666666667,3.5,17401,4.95,2.03551795210294,43.9,0,0,41,0,0
"CUS-1206000",2022,2.33,10,5,5,5,35,2250,69604,25,1121,3,140,"Turkey","Retail","Book Retailers","Churn","Semi-Enterprise",7.71912984090673,11.1505916828227,2677.07692307692,0.714285714285714,1988.68571428571,6.25,2.5,43.1153846153846,1,1,4,1,0
"CUS-1206000",2022,2.33,10,5,5,5,35,2250,69604,25,1121,3,109,"Turkey","Retail","Book Retailers","Churn","Semi-Enterprise",7.71912984090673,11.1505916828227,2677.07692307692,0.714285714285714,1988.68571428571,6.25,2.5,43.1153846153846,1,1,3.11428571428571,1,0
"CUS-1206000",2022,2.33,10,5,5,5,35,2250,69604,25,1121,3,115,"Turkey","Retail","Book Retailers","Churn","Semi-Enterprise",7.71912984090673,11.1505916828227,2677.07692307692,0.714285714285714,1988.68571428571,6.25,2.5,43.1153846153846,1,1,3.28571428571429,1,0
"CUS-1206050",2022,2.67,6,3.67,3.33,2.33,33,1486,100256,13,1349,3,80,"Turkey","Retail","Consumer Electronics","Retained","Enterprise",7.30451594646016,11.5154921681675,7161.14285714286,0.393939393939394,3038.06060606061,3.8325,1.55289782879192,96.3571428571429,0,1,2.42424242424242,0,1
"CUS-1206050",2022,2.67,6,3.67,3.33,2.33,33,1486,100256,13,1349,3,91,"Turkey","Retail","Consumer Electronics","Retained","Enterprise",7.30451594646016,11.5154921681675,7161.14285714286,0.393939393939394,3038.06060606061,3.8325,1.55289782879192,96.3571428571429,0,1,2.75757575757576,0,1
"CUS-1206050",2022,2.67,6,3.67,3.33,2.33,33,1486,100256,13,1349,3,183,"Turkey","Retail","Consumer Electronics","Retained","Enterprise",7.30451594646016,11.5154921681675,7161.14285714286,0.393939393939394,3038.06060606061,3.8325,1.55289782879192,96.3571428571429,0,1,5.54545454545455,0,1
"CUS-1235500",2022,1.5,10,4,4,5,36,657,5429,18,870,0,99,"Turkey","Restaurants and Delivery","Restaurants and Delivery","Retained","Long-tail",6.48920493132532,8.59969441292798,285.736842105263,0.5,150.805555555556,5.75,2.87228132326901,45.7894736842105,0,0,2.75,0,0
"CUS-1242200",2022,2,9.62,4.75,4.88,4.88,35,2772,69604,14,658.5,2,126,"MENA","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.92768504561578,11.1505916828227,4640.26666666667,0.4,1988.68571428571,6.0325,2.39245167140321,43.9,0,1,3.6,0,0
"CUS-1242200",2022,2,9.62,4.75,4.88,4.88,35,2772,69604,14,658.5,2,104,"MENA","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.92768504561578,11.1505916828227,4640.26666666667,0.4,1988.68571428571,6.0325,2.39245167140321,43.9,0,1,2.97142857142857,0,0
"CUS-1242200",2022,2,9.62,4.75,4.88,4.88,35,2772,69604,14,658.5,2,146,"MENA","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.92768504561578,11.1505916828227,4640.26666666667,0.4,1988.68571428571,6.0325,2.39245167140321,43.9,0,1,4.17142857142857,0,0
"CUS-1242200",2022,2,9.62,4.75,4.88,4.88,35,2772,69604,14,658.5,2,113,"MENA","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.92768504561578,11.1505916828227,4640.26666666667,0.4,1988.68571428571,6.0325,2.39245167140321,43.9,0,1,3.22857142857143,0,0
"CUS-1242200",2022,2,9.62,4.75,4.88,4.88,35,2772,69604,14,658.5,2,120,"MENA","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.92768504561578,11.1505916828227,4640.26666666667,0.4,1988.68571428571,6.0325,2.39245167140321,43.9,0,1,3.42857142857143,0,0
"CUS-1242200",2022,2,9.62,4.75,4.88,4.88,35,2772,69604,14,658.5,2,189,"MENA","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.92768504561578,11.1505916828227,4640.26666666667,0.4,1988.68571428571,6.0325,2.39245167140321,43.9,0,1,5.4,0,0
"CUS-1242200",2022,2,9.62,4.75,4.88,4.88,35,2772,69604,14,658.5,2,138,"MENA","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.92768504561578,11.1505916828227,4640.26666666667,0.4,1988.68571428571,6.0325,2.39245167140321,43.9,0,1,3.94285714285714,0,0
"CUS-1252550",2022,2.5,8,4.25,3.5,3.75,33,6500,78811893,100,828,0,110,"MENA","Retail","Home and Furniture","Retained","Enterprise",8.77971129020447,18.1825744825242,780315.772277228,3.03030303030303,2388239.18181818,4.875,2.10653744329409,8.1980198019802,1,0,3.33333333333333,0,1
"CUS-1252550",2022,2.5,8,4.25,3.5,3.75,33,6500,78811893,100,828,0,94,"MENA","Retail","Home and Furniture","Retained","Enterprise",8.77971129020447,18.1825744825242,780315.772277228,3.03030303030303,2388239.18181818,4.875,2.10653744329409,8.1980198019802,1,0,2.84848484848485,0,1
"CUS-1252550",2022,2.5,8,4.25,3.5,3.75,33,6500,78811893,100,828,0,60,"MENA","Retail","Home and Furniture","Retained","Enterprise",8.77971129020447,18.1825744825242,780315.772277228,3.03030303030303,2388239.18181818,4.875,2.10653744329409,8.1980198019802,1,0,1.81818181818182,0,1
"CUS-1252550",2022,2.5,8,4.25,3.5,3.75,33,6500,78811893,100,828,0,80,"MENA","Retail","Home and Furniture","Retained","Enterprise",8.77971129020447,18.1825744825242,780315.772277228,3.03030303030303,2388239.18181818,4.875,2.10653744329409,8.1980198019802,1,0,2.42424242424242,0,1
"CUS-1262600",2022,2.4,9.2,5,4.8,3.75,34,3086,146439,23,891,0,135,"Turkey","Retail","Fashion Retailer","Retained","Enterprise",8.03495502450216,11.8943710672342,6101.625,0.676470588235294,4307.02941176471,5.6875,2.4049861399462,37.125,1,0,3.97058823529412,1,0
"CUS-1262600",2022,2.4,9.2,5,4.8,3.75,34,3086,146439,23,891,0,148,"Turkey","Retail","Fashion Retailer","Retained","Enterprise",8.03495502450216,11.8943710672342,6101.625,0.676470588235294,4307.02941176471,5.6875,2.4049861399462,37.125,1,0,4.35294117647059,1,0
"CUS-1262600",2022,2.4,9.2,5,4.8,3.75,34,3086,146439,23,891,0,115,"Turkey","Retail","Fashion Retailer","Retained","Enterprise",8.03495502450216,11.8943710672342,6101.625,0.676470588235294,4307.02941176471,5.6875,2.4049861399462,37.125,1,0,3.38235294117647,1,0
"CUS-1262600",2022,2.4,9.2,5,4.8,3.75,34,3086,146439,23,891,0,113,"Turkey","Retail","Fashion Retailer","Retained","Enterprise",8.03495502450216,11.8943710672342,6101.625,0.676470588235294,4307.02941176471,5.6875,2.4049861399462,37.125,1,0,3.32352941176471,1,0
"CUS-1283250",2022,1.5,7.75,4,3.75,3.25,27,43559,5506495,113,2237,0,180,"Malaysia","Internet and Telecom","Internet and Telecom","Retained","Enterprise",10.6818945770469,15.5214390441726,48302.5877192982,4.18518518518519,203944.259259259,4.6875,2.06533895523229,19.6228070175439,1,0,6.66666666666667,0,0
"CUS-1283250",2022,1.5,7.75,4,3.75,3.25,27,43559,5506495,113,2237,0,199,"Malaysia","Internet and Telecom","Internet and Telecom","Retained","Enterprise",10.6818945770469,15.5214390441726,48302.5877192982,4.18518518518519,203944.259259259,4.6875,2.06533895523229,19.6228070175439,1,0,7.37037037037037,0,0
"CUS-1283250",2022,1.5,7.75,4,3.75,3.25,27,43559,5506495,113,2237,0,61,"Malaysia","Internet and Telecom","Internet and Telecom","Retained","Enterprise",10.6818945770469,15.5214390441726,48302.5877192982,4.18518518518519,203944.259259259,4.6875,2.06533895523229,19.6228070175439,1,0,2.25925925925926,0,0
"CUS-1283250",2022,1.5,7.75,4,3.75,3.25,27,43559,5506495,113,2237,0,199,"Malaysia","Internet and Telecom","Internet and Telecom","Retained","Enterprise",10.6818945770469,15.5214390441726,48302.5877192982,4.18518518518519,203944.259259259,4.6875,2.06533895523229,19.6228070175439,1,0,7.37037037037037,0,0
"CUS-1285150",2022,2.67,8,4.33,4,4.33,34,2178,69604,14,658.5,0,156,"Indonesia","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.68662133494462,11.1505916828227,4640.26666666667,0.411764705882353,2047.17647058824,5.165,1.89639130983033,43.9,0,0,4.58823529411765,0,1
"CUS-1285150",2022,2.67,8,4.33,4,4.33,34,2178,69604,14,658.5,0,167,"Indonesia","Finance","Credit, Loans and P2P","Retained","Semi-Enterprise",7.68662133494462,11.1505916828227,4640.26666666667,0.411764705882353,2047.17647058824,5.165,1.89639130983033,43.9,0,0,4.91176470588235,0,1
"CUS-1286600",2022,1.33,8.33,4,3.67,4.33,21,14429,1415377,47,481,0,76,"Australia","Retail","Fashion Retailer","Retained","Enterprise",9.57706465176792,14.1629071911937,29487.0208333333,2.23809523809524,67398.9047619048,5.0825,2.18170231699927,10.0208333333333,1,0,3.61904761904762,0,0
"CUS-1286600",2022,1.33,8.33,4,3.67,4.33,21,14429,1415377,47,481,0,162,"Australia","Retail","Fashion Retailer","Retained","Enterprise",9.57706465176792,14.1629071911937,29487.0208333333,2.23809523809524,67398.9047619048,5.0825,2.18170231699927,10.0208333333333,1,0,7.71428571428571,0,0
"CUS-1286600",2022,1.33,8.33,4,3.67,4.33,21,14429,1415377,47,481,0,156,"Australia","Retail","Fashion Retailer","Retained","Enterprise",9.57706465176792,14.1629071911937,29487.0208333333,2.23809523809524,67398.9047619048,5.0825,2.18170231699927,10.0208333333333,1,0,7.42857142857143,0,0
"CUS-1290050",2022,2,7.2,4,3.8,4,30,6982,27700,61,844,0,158,"Indonesia","Retail","Cosmetics","Retained","Enterprise",8.85123390284603,10.2292237926068,446.774193548387,2.03333333333333,923.333333333333,4.75,1.63605215890774,13.6129032258065,1,0,5.26666666666667,0,1
"CUS-1290050",2022,2,7.2,4,3.8,4,30,6982,27700,61,844,0,182,"Indonesia","Retail","Cosmetics","Retained","Enterprise",8.85123390284603,10.2292237926068,446.774193548387,2.03333333333333,923.333333333333,4.75,1.63605215890774,13.6129032258065,1,0,6.06666666666667,0,1
"CUS-1290050",2022,2,7.2,4,3.8,4,30,6982,27700,61,844,0,165,"Indonesia","Retail","Cosmetics","Retained","Enterprise",8.85123390284603,10.2292237926068,446.774193548387,2.03333333333333,923.333333333333,4.75,1.63605215890774,13.6129032258065,1,0,5.5,0,1
"CUS-1293150",2022,2,7.5,4.5,3.5,3.5,35,3314,117443,42,775,0,76,"CEE","Retail","Cosmetics","Retained","Enterprise",8.10621290261996,11.6737169032138,2731.23255813953,1.2,3355.51428571429,4.75,1.89296944860009,18.0232558139535,1,0,2.17142857142857,0,1
"CUS-1293150",2022,2,7.5,4.5,3.5,3.5,35,3314,117443,42,775,0,170,"CEE","Retail","Cosmetics","Retained","Enterprise",8.10621290261996,11.6737169032138,2731.23255813953,1.2,3355.51428571429,4.75,1.89296944860009,18.0232558139535,1,0,4.85714285714286,0,1
"CUS-1301500",2022,2,9.33,4.67,4,5,34,1229,185685,50,1097,2,169,"Turkey","Retail","Gifts","Retained","Semi-Enterprise",7.11476944836646,12.1318123540842,3640.88235294118,1.47058823529412,5461.32352941176,5.75,2.42265694366055,21.5098039215686,1,1,4.97058823529412,1,0
"CUS-1301500",2022,2,9.33,4.67,4,5,34,1229,185685,50,1097,2,153,"Turkey","Retail","Gifts","Retained","Semi-Enterprise",7.11476944836646,12.1318123540842,3640.88235294118,1.47058823529412,5461.32352941176,5.75,2.42265694366055,21.5098039215686,1,1,4.5,1,0
"CUS-1301500",2022,2,9.33,4.67,4,5,34,1229,185685,50,1097,2,183,"Turkey","Retail","Gifts","Retained","Semi-Enterprise",7.11476944836646,12.1318123540842,3640.88235294118,1.47058823529412,5461.32352941176,5.75,2.42265694366055,21.5098039215686,1,1,5.38235294117647,1,0
"CUS-1337250",2022,2,8.67,4.33,4.17,4,34,1700,73006,20,399,0,171,"Vietnam","Retail","Consumer Electronics","Retained","Long-tail",7.43897159239586,11.1983106059443,3476.47619047619,0.588235294117647,2147.23529411765,5.2925,2.25569464541044,19,0,0,5.02941176470588,0,0
"CUS-1337250",2022,2,8.67,4.33,4.17,4,34,1700,73006,20,399,0,159,"Vietnam","Retail","Consumer Electronics","Retained","Long-tail",7.43897159239586,11.1983106059443,3476.47619047619,0.588235294117647,2147.23529411765,5.2925,2.25569464541044,19,0,0,4.67647058823529,0,0
"CUS-1337250",2022,2,8.67,4.33,4.17,4,34,1700,73006,20,399,0,159,"Vietnam","Retail","Consumer Electronics","Retained","Long-tail",7.43897159239586,11.1983106059443,3476.47619047619,0.588235294117647,2147.23529411765,5.2925,2.25569464541044,19,0,0,4.67647058823529,0,0
